rank,family,variant,rebalance,requested_range,actual_range,net_perf_pct,cagr_pct,max_drawdown_pct,sharpe,positions,win_rate_pct,avg_trade_pct,median_trade_days,soxl_return_pct,soxl_max_drawdown_pct,tqqq_return_pct,tqqq_max_drawdown_pct,soxl_only_net_pct,soxl_only_max_drawdown_pct,excess_vs_soxl_only_pct,beats_soxl_only,notes
10966,Relative momentum rotation,"10d return_minus_vol, skip 5d, 5% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-04-05 to 2026-05-20,57140.3,48.27,-79.1,0.94,117,59.83,9.62,16.0,24609.95,-90.46,26895.65,-81.66,48461.05,-66.18,8679.24,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10967,Relative momentum rotation,"189d return_minus_half_vol, skip 21d, 5% hysteresis, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2011-01-10 to 2026-05-20,35519.81,46.61,-81.58,0.89,74,51.35,18.14,28.5,20027.1,-90.46,19053.49,-81.66,26841.02,-66.18,8678.8,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10968,Relative momentum rotation,"63d return_minus_vol, 2% hysteresis",weekly,2010-03-11 to 2026-05-20,2010-06-11 to 2026-05-20,50524.3,47.8,-83.53,0.93,72,69.44,12.42,21.0,33908.38,-90.46,34470.73,-81.66,41854.25,-66.18,8670.05,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10969,Relative momentum rotation,"252d return_over_vol, skip 10d, chosen/alternate above SMA50, 5% hysteresis, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2011-03-25 to 2026-05-20,35427.56,47.34,-87.95,0.91,228,57.89,5.37,6.0,19966.99,-90.46,18568.82,-81.66,26760.55,-66.18,8667.01,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10970,Relative momentum rotation,"168d return_minus_half_vol, skip 21d, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,38112.94,46.96,-82.41,0.9,76,57.89,20.9,27.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,8656.98,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10971,Relative momentum rotation,"126d return_minus_vol, skip 10d, chosen/alternate above SMA200",monthly,2010-03-11 to 2026-05-20,2010-09-24 to 2026-05-20,49726.16,48.71,-81.6,0.92,36,69.44,30.29,135.5,37590.17,-90.46,27259.68,-81.66,41069.8,-66.18,8656.36,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10972,Momentum pullback rotation,"84d leader fallback, buy weaker 5d pullback, pullback asset above SMA100 and positive long momentum, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,49720.76,47.97,-88.78,0.91,789,55.01,1.48,4.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,8650.96,True,Mean-reversion entry inside a longer momentum framework; prior-close signal; no costs/slippage.
10973,Relative momentum rotation,"189d return_minus_vol, skip 21d, chosen/alternate above SMA100, 5% hysteresis",weekly,2010-03-11 to 2026-05-20,2011-01-10 to 2026-05-20,35485.38,46.6,-81.17,0.9,96,68.75,10.59,17.5,20027.1,-90.46,19053.49,-81.66,26841.02,-66.18,8644.36,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10974,Relative momentum rotation,"252d return_over_vol, chosen/alternate above SMA50, 5% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2011-03-11 to 2026-05-20,36899.22,47.59,-88.46,0.91,222,54.05,5.69,6.0,21083.68,-90.46,18932.92,-81.66,28255.29,-66.18,8643.92,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10975,Relative momentum rotation,"42d return_minus_half_vol, skip 5d, chosen/alternate above SMA200, 2% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-05-19 to 2026-05-20,57099.05,48.7,-81.99,0.93,230,50.43,4.57,7.0,32343.68,-90.46,32425.19,-81.66,48461.05,-66.18,8638.0,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10976,Relative momentum rotation,"5d return_minus_vol, skip 5d, chosen/alternate above SMA100, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-04-01 to 2026-05-20,57088.91,48.22,-81.84,0.94,62,59.68,22.62,28.5,26702.95,-90.46,27676.15,-81.66,48461.05,-66.18,8627.86,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10977,Relative momentum rotation,"21d return_minus_half_vol, skip 10d, chosen/alternate above SMA100, 5% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,57085.18,48.48,-83.43,0.93,132,58.33,8.27,21.0,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,8624.13,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10978,Relative momentum rotation,"63d return_minus_vol, skip 5d, chosen/alternate above SMA50, 5% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-06-18 to 2026-05-20,49682.97,47.71,-79.47,0.92,272,54.78,3.78,5.0,28494.28,-90.46,31064.39,-81.66,41069.8,-66.18,8613.17,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10979,Relative momentum rotation,"42d return_minus_vol, skip 21d, 2% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-06-11 to 2026-05-20,50461.3,47.78,-79.63,0.93,105,57.14,10.24,15.0,33908.38,-90.46,34470.73,-81.66,41854.25,-66.18,8607.05,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10980,Relative momentum rotation,"5d return_minus_vol, skip 5d, chosen/alternate above SMA100, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-04-01 to 2026-05-20,57050.67,48.21,-82.0,0.94,50,66.0,28.26,32.0,26702.95,-90.46,27676.15,-81.66,48461.05,-66.18,8589.61,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10981,Relative momentum rotation,"252d return_minus_half_vol, skip 5d, chosen/alternate above SMA100, 5% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2011-03-18 to 2026-05-20,38651.27,48.11,-80.7,0.91,262,54.58,4.34,4.0,22438.23,-90.46,21093.92,-81.66,30068.42,-66.18,8582.85,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10982,Relative momentum rotation,"105d return_minus_half_vol, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-08-11 to 2026-05-20,49640.0,48.24,-83.76,0.91,84,61.9,14.86,28.0,41866.94,-90.46,35227.18,-81.66,41069.8,-66.18,8570.2,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10983,Relative momentum rotation,"105d return_minus_vol, skip 5d, 5% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-08-18 to 2026-05-20,49635.56,48.31,-83.86,0.92,100,58.0,11.56,17.0,41485.07,-90.46,35114.25,-81.66,41069.8,-66.18,8565.76,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10984,Relative momentum rotation,"63d return_minus_vol, skip 10d, 5% hysteresis",daily,2010-03-11 to 2026-05-20,2010-06-25 to 2026-05-20,49632.84,47.77,-83.44,0.93,78,66.67,11.27,21.5,33468.63,-90.46,34842.88,-81.66,41069.8,-66.18,8563.04,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10985,Relative momentum rotation,"21d return_minus_vol, skip 5d, chosen/alternate above SMA100, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-04-20 to 2026-05-20,57022.71,48.4,-82.2,0.94,56,62.5,24.73,33.0,21522.96,-90.46,25143.23,-81.66,48461.05,-66.18,8561.65,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10986,Relative momentum rotation,"105d return_minus_vol, skip 10d, chosen/alternate above SMA100, 2% hysteresis",weekly,2010-03-11 to 2026-05-20,2010-08-25 to 2026-05-20,49628.52,48.38,-83.16,0.92,68,72.06,14.44,28.0,45777.15,-90.46,38757.22,-81.66,41069.8,-66.18,8558.73,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10987,Relative momentum rotation,"84d return, skip 10d, chosen/alternate above SMA200, 5% hysteresis, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-07-27 to 2026-05-20,49625.99,48.09,-90.98,0.9,91,59.34,16.52,23.0,30591.6,-90.46,32902.12,-81.66,41069.8,-66.18,8556.19,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10988,Relative momentum rotation,"105d return_minus_vol, skip 10d, 2% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-08-25 to 2026-05-20,49619.47,48.38,-76.2,0.92,160,51.25,7.8,7.0,45777.15,-90.46,38757.22,-81.66,41069.8,-66.18,8549.67,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10989,Relative momentum rotation,"10d return_minus_half_vol, chosen/alternate above SMA50, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-03-26 to 2026-05-20,57006.57,48.14,-80.97,0.93,439,57.18,2.12,5.0,27606.54,-90.46,27913.35,-81.66,48461.05,-66.18,8545.52,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10990,Relative momentum rotation,"63d return_minus_vol, chosen/alternate above SMA200, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-06-11 to 2026-05-20,50395.66,47.77,-79.12,0.92,154,55.19,6.97,13.0,33908.38,-90.46,34470.73,-81.66,41854.25,-66.18,8541.4,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10991,Relative momentum rotation,"126d return_minus_vol, chosen/alternate above SMA200, 2% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-09-10 to 2026-05-20,49606.21,48.54,-81.71,0.92,110,50.91,11.75,14.0,48324.75,-90.46,33054.58,-81.66,41069.8,-66.18,8536.41,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10992,Relative momentum rotation,"5d return, skip 21d, chosen/alternate above SMA100, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-04-20 to 2026-05-20,56997.32,48.39,-85.06,0.9,891,55.67,1.14,4.0,21522.96,-90.46,25143.23,-81.66,48461.05,-66.18,8536.26,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10993,Relative momentum rotation,"126d return_over_vol, skip 5d, chosen/alternate above SMA50",weekly,2010-03-11 to 2026-05-20,2010-09-17 to 2026-05-20,49604.94,48.61,-90.03,0.91,86,62.79,13.66,21.5,41319.15,-90.46,29985.02,-81.66,41069.8,-66.18,8535.14,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10994,Relative momentum rotation,"126d return_minus_vol, skip 10d, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-09-24 to 2026-05-20,49596.92,48.68,-82.22,0.92,194,54.12,6.03,4.0,37590.17,-90.46,27259.68,-81.66,41069.8,-66.18,8527.12,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10995,Relative momentum rotation,"42d return, skip 10d, chosen/alternate above SMA50, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-05-26 to 2026-05-20,56984.83,48.75,-89.66,0.91,153,58.82,7.92,20.0,34537.35,-90.46,36910.51,-81.66,48461.05,-66.18,8523.78,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10996,Relative momentum rotation,"10d return, skip 10d, chosen/alternate above SMA100, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-04-12 to 2026-05-20,56977.28,48.31,-86.54,0.9,445,55.28,2.43,7.0,24377.0,-90.46,26166.74,-81.66,48461.05,-66.18,8516.22,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10997,Relative momentum rotation,"189d return_minus_vol, skip 21d, chosen/alternate above SMA50, 5% hysteresis",monthly,2010-03-11 to 2026-05-20,2011-01-10 to 2026-05-20,35356.25,46.57,-81.66,0.9,32,62.5,33.78,77.0,20027.1,-90.46,19053.49,-81.66,26841.02,-66.18,8515.23,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10998,Relative momentum rotation,"168d return_minus_vol, skip 21d, 5% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,37968.7,46.92,-77.96,0.9,140,50.71,10.44,6.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,8512.75,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
10999,Relative momentum rotation,"126d return_minus_half_vol, skip 10d, chosen/alternate above SMA50, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-09-24 to 2026-05-20,49579.31,48.68,-84.85,0.92,300,55.0,4.13,5.0,37590.17,-90.46,27259.68,-81.66,41069.8,-66.18,8509.51,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11000,Relative momentum rotation,"126d return_minus_vol, skip 21d, chosen/alternate above SMA50, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,49572.16,48.86,-81.45,0.93,62,48.39,23.07,29.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,8502.36,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11001,Relative momentum rotation,"252d return_minus_half_vol, chosen/alternate above SMA50, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2011-03-11 to 2026-05-20,36754.19,47.55,-75.84,0.91,346,52.31,3.25,4.0,21083.68,-90.46,18932.92,-81.66,28255.29,-66.18,8498.9,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11002,Relative momentum rotation,"126d return_minus_half_vol, skip 10d, chosen/alternate above SMA100, 5% hysteresis, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-09-24 to 2026-05-20,49563.8,48.68,-85.93,0.91,94,51.06,15.78,26.5,37590.17,-90.46,27259.68,-81.66,41069.8,-66.18,8494.0,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11003,Relative momentum rotation,"42d return, skip 5d, 2% hysteresis",monthly,2010-03-11 to 2026-05-20,2010-05-19 to 2026-05-20,56946.12,48.67,-91.32,0.91,61,67.21,19.34,62.0,32343.68,-90.46,32425.19,-81.66,48461.05,-66.18,8485.07,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11004,Relative momentum rotation,"105d return, skip 21d, chosen/alternate above SMA200, 2% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-09-10 to 2026-05-20,49550.82,48.53,-86.35,0.91,168,54.76,8.64,9.0,48324.75,-90.46,33054.58,-81.66,41069.8,-66.18,8481.02,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11005,Relative momentum rotation,"10d return_minus_vol, skip 5d, chosen/alternate above SMA200, 5% hysteresis",monthly,2010-03-11 to 2026-05-20,2010-04-05 to 2026-05-20,56936.01,48.23,-81.66,0.94,24,75.0,45.38,61.0,24609.95,-90.46,26895.65,-81.66,48461.05,-66.18,8474.95,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11006,Relative momentum rotation,"63d return_minus_vol, skip 10d, chosen/alternate above SMA50, 5% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-06-25 to 2026-05-20,49544.22,47.75,-83.78,0.92,142,59.15,7.78,14.0,33468.63,-90.46,34842.88,-81.66,41069.8,-66.18,8474.42,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11007,Relative momentum rotation,"126d return_over_vol, skip 5d",monthly,2010-03-11 to 2026-05-20,2010-09-17 to 2026-05-20,49540.5,48.6,-89.12,0.91,32,71.88,35.13,180.5,41319.15,-90.46,29985.02,-81.66,41069.8,-66.18,8470.7,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11008,Relative momentum rotation,"126d return_over_vol, skip 5d, chosen/alternate above SMA200",monthly,2010-03-11 to 2026-05-20,2010-09-17 to 2026-05-20,49540.5,48.6,-89.12,0.91,32,71.88,35.13,180.5,41319.15,-90.46,29985.02,-81.66,41069.8,-66.18,8470.7,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11009,Relative momentum rotation,"189d return_over_vol, skip 21d, chosen/alternate above SMA200, 5% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2011-01-10 to 2026-05-20,35309.22,46.55,-89.8,0.89,130,46.15,11.89,5.0,20027.1,-90.46,19053.49,-81.66,26841.02,-66.18,8468.2,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11010,Relative momentum rotation,"105d return_minus_vol, skip 5d, chosen/alternate above SMA200, 2% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-08-18 to 2026-05-20,49535.79,48.29,-83.8,0.92,104,57.69,11.6,14.0,41485.07,-90.46,35114.25,-81.66,41069.8,-66.18,8465.99,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11011,Relative momentum rotation,"252d return_minus_vol, 5% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2011-03-11 to 2026-05-20,36693.97,47.53,-77.7,0.91,164,46.34,8.79,6.0,21083.68,-90.46,18932.92,-81.66,28255.29,-66.18,8438.68,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11012,Relative momentum rotation,"84d return_minus_vol, skip 10d, chosen/alternate above SMA100",weekly,2010-03-11 to 2026-05-20,2010-07-27 to 2026-05-20,49499.98,48.06,-83.16,0.92,76,75.0,13.17,22.0,30591.6,-90.46,32902.12,-81.66,41069.8,-66.18,8430.18,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11013,Relative momentum rotation,"84d return_over_vol, skip 5d, chosen/alternate above SMA200, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-07-20 to 2026-05-20,49496.33,47.99,-93.23,0.9,155,42.58,9.33,5.0,32445.33,-90.46,35537.43,-81.66,41069.8,-66.18,8426.53,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11014,Relative momentum rotation,"189d return_over_vol, skip 21d, chosen/alternate above SMA200, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2011-01-10 to 2026-05-20,35265.35,46.54,-88.4,0.89,76,51.32,20.53,23.5,20027.1,-90.46,19053.49,-81.66,26841.02,-66.18,8424.33,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11015,Relative momentum rotation,"126d return_over_vol, skip 21d, chosen/alternate above SMA100, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,49490.8,48.84,-88.61,0.91,132,56.82,9.69,13.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,8421.0,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11016,Relative momentum rotation,"21d return_minus_half_vol, skip 5d, chosen/alternate above SMA100, 5% hysteresis, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-04-20 to 2026-05-20,56866.02,48.37,-79.96,0.93,86,59.3,14.06,33.0,21522.96,-90.46,25143.23,-81.66,48461.05,-66.18,8404.97,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11017,Relative momentum rotation,"168d return_minus_vol, skip 10d, chosen/alternate above SMA100, 5% hysteresis, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-11-23 to 2026-05-20,44513.14,48.27,-83.59,0.92,72,59.72,17.81,33.0,26955.49,-90.46,23786.23,-81.66,36114.97,-66.18,8398.17,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11018,Relative momentum rotation,"105d return, skip 21d, chosen/alternate above SMA50, 5% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-09-10 to 2026-05-20,49466.3,48.52,-85.15,0.91,146,58.9,10.1,14.0,48324.75,-90.46,33054.58,-81.66,41069.8,-66.18,8396.5,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11019,Relative momentum rotation,"42d return, skip 21d, 5% hysteresis, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-06-11 to 2026-05-20,50240.95,47.74,-83.77,0.9,151,56.95,8.12,22.0,33908.38,-90.46,34470.73,-81.66,41854.25,-66.18,8386.7,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
11020,Relative momentum rotation,"5d return_minus_vol, skip 5d, chosen/alternate above SMA200, 5% hysteresis",monthly,2010-03-11 to 2026-05-20,2010-04-01 to 2026-05-20,56844.38,48.18,-81.66,0.94,20,75.0,57.18,61.0,26702.95,-90.46,27676.15,-81.66,48461.05,-66.18,8383.33,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
